,gender,age,internet_access,study_environment,sleep_hours,social_media_hours,math_score,reading_score,writing_score,science_score,final_exam_score,pass_fail,total_score,average
1515,Female,16,Yes,Moderate,7.35,0.8,49.5,67.9,59.6,59.2,56.7,Pass,379.5,63.25
1516,Male,17,Yes,Moderate,6.49,0.9,58.4,50.7,45.3,43.1,49.4,Fail,300.79999999999995,50.133333333333326
1517,Male,18,Yes,Quiet,6.18,1.4,46.6,64.9,46.6,41.6,51.7,Pass,314.9,52.48333333333333
1518,Female,17,Yes,Moderate,5.82,3.4,45.4,45.7,55.3,45.1,45.6,Fail,294.79999999999995,49.133333333333326
1519,Male,15,Yes,Moderate,7.83,2.9,58.2,53.2,57.1,68.5,59.7,Pass,371.79999999999995,61.96666666666666
1520,Female,15,Yes,Noisy,8.29,2.8,35.5,44.7,51.1,42.9,41.1,Fail,296.9,49.48333333333333
1521,Male,16,Yes,Moderate,6.86,2.3,52.9,50.7,57.5,44.3,50.1,Pass,349.59999999999997,58.26666666666666
1522,Male,16,Yes,Quiet,7.98,0.5,64.5,69.9,60.9,65.3,62.6,Pass,399.1,66.51666666666667
1523,Male,18,Yes,Quiet,8.53,1.6,55.6,48.9,64.5,60.7,60.6,Pass,379.0,63.166666666666664
1524,Male,16,Yes,Noisy,7.13,2.8,68.8,80.4,75.1,54.2,69.1,Pass,423.1,70.51666666666667
1525,Male,17,Yes,Noisy,6.92,2.2,64.0,42.9,45.9,40.9,47.6,Fail,290.8,48.46666666666667
1526,Male,15,Yes,Quiet,7.47,2.8,62.9,63.9,53.9,54.7,59.6,Pass,365.6,60.93333333333334
1527,Male,15,Yes,Quiet,6.16,0.2,68.4,71.1,59.8,80.5,68.7,Pass,419.3,69.88333333333334
1528,Female,15,Yes,Moderate,7.55,2.5,58.4,53.7,49.4,49.7,53.3,Pass,350.5,58.416666666666664
1529,Female,16,Yes,Moderate,7.15,0.0,56.2,41.7,51.9,40.2,44.9,Fail,303.5,50.583333333333336
1530,Female,15,Yes,Quiet,5.69,0.5,39.0,33.2,41.9,44.5,36.8,Fail,259.79999999999995,43.29999999999999
1531,Female,15,Yes,Moderate,5.71,1.0,60.9,51.6,49.8,61.4,52.8,Pass,333.7,55.61666666666667
1532,Female,15,Yes,Quiet,6.01,0.0,64.0,72.4,54.8,61.4,62.2,Pass,380.9,63.48333333333333
1533,Male,18,No,Quiet,7.51,1.3,23.1,22.7,23.5,19.3,25.9,Fail,183.2,30.53333333333333
1534,Male,18,Yes,Quiet,6.66,2.9,40.0,51.0,33.2,47.6,41.8,Fail,292.5,48.75
1535,Female,16,Yes,Moderate,6.97,4.2,54.4,40.7,46.8,41.2,43.6,Fail,284.49999999999994,47.41666666666666
1536,Male,15,Yes,Noisy,8.37,1.7,44.2,38.9,28.1,29.0,36.6,Fail,276.79999999999995,46.133333333333326
1537,Female,16,Yes,Moderate,7.44,1.5,27.3,35.4,39.8,40.0,35.3,Fail,234.20000000000002,39.03333333333334
1538,Female,15,Yes,Quiet,6.36,2.3,73.2,62.6,50.1,55.9,61.4,Pass,354.0,59.0
1539,Male,15,Yes,Noisy,6.01,2.1,40.2,49.5,65.5,60.4,54.5,Pass,347.70000000000005,57.95000000000001
1540,Male,15,Yes,Quiet,7.31,1.0,49.4,70.4,60.6,58.7,59.6,Pass,349.50000000000006,58.25000000000001
1541,Male,16,Yes,Moderate,6.03,3.3,25.9,33.6,31.0,37.8,32.5,Fail,231.20000000000002,38.53333333333334
1542,Female,16,Yes,Moderate,8.25,2.1,44.4,45.3,39.2,26.0,37.6,Fail,252.09999999999997,42.01666666666666
1543,Male,15,No,Quiet,7.25,1.5,62.7,71.1,73.4,79.0,72.6,Pass,438.6000000000001,73.10000000000001
1544,Female,17,Yes,Quiet,7.13,1.6,36.1,57.2,53.1,50.4,51.4,Pass,320.5,53.416666666666664
1545,Female,16,Yes,Noisy,6.05,6.0,39.3,32.4,53.2,45.7,43.3,Fail,301.0,50.166666666666664
1546,Female,18,Yes,Moderate,7.62,3.7,53.6,58.6,73.2,68.1,68.9,Pass,398.79999999999995,66.46666666666665
1547,Male,16,Yes,Quiet,8.13,2.0,72.8,58.9,53.2,52.0,57.1,Pass,364.7,60.78333333333333
1548,Male,15,Yes,Noisy,6.86,0.0,66.5,81.8,68.0,79.7,73.1,Pass,442.20000000000005,73.7
1549,Female,17,Yes,Quiet,7.93,0.0,60.2,49.6,58.5,50.6,51.6,Pass,326.0,54.333333333333336
1550,Male,15,Yes,Quiet,6.6,2.6,54.6,62.7,50.8,52.3,56.4,Pass,336.3,56.050000000000004
1551,Male,18,Yes,Moderate,6.94,2.1,57.7,51.1,32.5,33.4,44.3,Fail,292.3,48.71666666666667
1552,Male,16,Yes,Moderate,9.09,0.8,46.7,69.9,56.3,63.3,58.7,Pass,373.79999999999995,62.29999999999999
1553,Female,16,Yes,Quiet,6.63,2.3,45.8,57.9,42.8,47.0,50.9,Pass,309.5,51.583333333333336
1554,Female,15,Yes,Quiet,7.54,1.4,45.7,49.6,49.0,44.9,46.4,Fail,302.40000000000003,50.400000000000006
1555,Male,15,Yes,Moderate,6.61,1.5,78.7,74.3,66.1,59.8,70.9,Pass,413.9,68.98333333333333
1556,Female,18,Yes,Moderate,7.28,2.2,68.7,65.9,57.5,72.5,65.2,Pass,405.4,67.56666666666666
1557,Male,17,Yes,Noisy,7.7,1.0,57.5,33.7,41.4,51.5,43.3,Fail,297.5,49.583333333333336
1558,Male,18,Yes,Moderate,6.1,0.4,45.5,47.3,51.8,45.1,50.5,Pass,319.5,53.25
1559,Male,17,Yes,Moderate,6.29,0.5,55.4,56.3,39.1,35.5,48.8,Fail,295.79999999999995,49.29999999999999
1560,Male,16,Yes,Quiet,7.57,1.9,44.0,52.8,40.3,54.0,51.1,Pass,311.4,51.9
1561,Female,17,Yes,Noisy,7.16,0.1,43.9,49.2,51.1,51.0,51.2,Pass,339.09999999999997,56.51666666666666
1562,Female,17,Yes,Quiet,8.17,5.8,51.3,37.1,62.5,44.6,51.7,Pass,347.2,57.86666666666667
1563,Female,16,Yes,Moderate,7.27,3.9,42.5,40.9,47.4,50.1,46.4,Fail,293.8,48.96666666666667
1564,Male,16,No,Noisy,8.86,3.6,54.9,45.9,33.9,44.1,43.6,Fail,312.09999999999997,52.01666666666666
1565,Male,16,Yes,Noisy,7.7,1.2,63.6,79.4,63.3,69.8,76.3,Pass,441.40000000000003,73.56666666666668
1566,Male,18,Yes,Moderate,8.88,1.2,41.6,47.9,41.2,30.3,39.2,Fail,282.5,47.083333333333336
1567,Female,16,Yes,Moderate,8.69,0.4,73.4,54.3,53.1,58.9,61.7,Pass,344.8,57.46666666666667
1568,Male,15,No,Noisy,6.36,5.3,53.3,41.7,49.7,55.8,48.4,Fail,297.6,49.6
1569,Female,16,Yes,Noisy,8.48,4.5,66.4,64.9,75.3,70.4,67.7,Pass,407.09999999999997,67.85
1570,Female,16,Yes,Moderate,7.94,3.5,57.9,59.6,55.5,66.6,60.2,Pass,362.3,60.38333333333333
1571,Female,16,Yes,Moderate,7.87,2.3,37.2,51.2,40.3,43.0,38.3,Fail,266.3,44.38333333333333
1572,Female,17,No,Quiet,8.19,1.9,18.1,35.8,34.7,47.8,32.6,Fail,247.29999999999995,41.21666666666666
1573,Female,18,Yes,Moderate,6.69,3.3,46.0,50.6,50.7,42.4,46.1,Fail,315.0,52.5
1574,Female,16,No,Quiet,7.33,4.9,32.1,42.6,38.6,22.5,34.9,Fail,267.6,44.6
1575,Male,18,Yes,Moderate,6.58,3.5,74.9,70.0,64.9,61.9,70.7,Pass,403.29999999999995,67.21666666666665
1576,Male,15,No,Moderate,9.31,0.8,66.4,60.0,54.3,53.9,61.4,Pass,356.2,59.36666666666667
1577,Female,15,Yes,Quiet,6.25,1.4,48.8,30.0,34.7,41.2,41.9,Fail,269.4,44.9
1578,Female,16,Yes,Quiet,5.72,3.2,34.0,40.5,21.9,20.3,31.7,Fail,199.10000000000002,33.18333333333334
1579,Male,15,Yes,Quiet,6.18,1.2,69.8,61.4,63.2,57.7,64.6,Pass,414.69999999999993,69.11666666666666
1580,Female,18,Yes,Quiet,6.95,1.8,66.2,66.8,66.5,53.2,63.4,Pass,380.69999999999993,63.44999999999999
1581,Female,17,Yes,Moderate,6.94,4.8,53.4,41.9,40.8,40.8,46.3,Fail,292.0,48.666666666666664
1582,Male,16,Yes,Noisy,7.89,2.0,57.5,50.6,55.1,42.5,52.1,Pass,329.8,54.96666666666667
1583,Female,15,Yes,Moderate,7.03,0.1,53.7,62.1,59.9,63.0,58.3,Pass,364.8,60.800000000000004
1584,Female,18,No,Quiet,6.51,6.8,51.6,56.2,62.6,56.2,55.2,Pass,347.70000000000005,57.95000000000001
1585,Female,18,Yes,Quiet,7.48,4.1,35.0,42.3,55.4,33.5,43.5,Fail,309.7,51.61666666666667
1586,Male,15,Yes,Moderate,8.16,2.4,51.3,62.0,41.1,54.5,52.3,Pass,332.5,55.416666666666664
1587,Male,18,Yes,Moderate,7.21,2.5,57.8,57.4,41.6,47.8,51.3,Pass,333.09999999999997,55.51666666666666
1588,Male,18,Yes,Moderate,7.87,0.0,53.2,46.8,59.5,57.8,56.9,Pass,336.8,56.13333333333333
1589,Female,16,Yes,Quiet,7.08,1.9,67.8,75.5,58.5,59.7,67.3,Pass,408.0,68.0
1590,Female,18,Yes,Quiet,6.74,1.4,73.2,73.7,63.5,69.8,68.4,Pass,419.1,69.85000000000001
1591,Male,15,Yes,Quiet,7.7,2.6,41.8,49.7,67.0,51.5,53.9,Pass,337.59999999999997,56.26666666666666
1592,Female,16,Yes,Moderate,7.23,4.9,27.0,26.7,10.1,36.8,23.3,Fail,201.1,33.516666666666666
1593,Female,15,No,Moderate,8.0,3.2,68.3,54.1,59.6,43.1,58.0,Pass,366.3,61.050000000000004
1594,Female,17,Yes,Noisy,8.54,5.5,75.4,61.1,63.1,58.2,63.8,Pass,402.1,67.01666666666667
1595,Female,15,Yes,Moderate,6.89,0.4,66.2,52.6,43.8,54.2,56.1,Pass,342.6,57.1
1596,Female,15,Yes,Moderate,7.65,0.2,53.8,47.9,39.1,66.4,50.3,Pass,327.6,54.6
1597,Male,16,Yes,Noisy,8.07,4.4,24.7,25.8,28.4,12.0,23.9,Fail,168.10000000000002,28.01666666666667
1598,Female,18,Yes,Moderate,7.41,2.7,41.9,66.0,55.5,55.0,51.1,Pass,336.9,56.15
1599,Male,15,Yes,Moderate,7.51,3.2,34.3,34.2,42.4,29.8,37.1,Fail,249.4,41.56666666666667
1600,Female,16,Yes,Noisy,7.14,2.5,65.1,69.9,54.7,73.2,62.0,Pass,408.7,68.11666666666666
1601,Male,17,Yes,Quiet,7.26,2.8,57.7,68.0,68.1,56.5,64.5,Pass,349.3,58.21666666666667
1602,Female,16,Yes,Quiet,7.52,3.5,70.3,45.9,68.6,65.7,61.5,Pass,386.6,64.43333333333334
1603,Male,16,Yes,Noisy,6.39,2.9,33.9,20.8,42.7,44.0,36.0,Fail,235.8,39.300000000000004
1604,Female,18,Yes,Moderate,5.3,1.6,19.3,13.1,26.1,34.6,23.2,Fail,197.89999999999998,32.98333333333333
1605,Male,15,No,Moderate,6.91,6.0,50.5,41.2,35.9,43.3,42.5,Fail,303.29999999999995,50.54999999999999
1606,Female,17,Yes,Noisy,6.83,2.6,41.4,50.6,52.6,34.9,42.8,Fail,291.6,48.6
1607,Male,16,Yes,Quiet,8.62,2.2,55.5,64.0,50.0,62.4,59.9,Pass,383.3,63.88333333333333
1608,Female,15,Yes,Moderate,7.3,2.0,42.3,51.8,45.6,53.8,46.5,Fail,323.0,53.833333333333336
1609,Male,15,Yes,Moderate,7.56,3.0,43.6,51.2,34.4,56.5,45.0,Fail,302.8,50.46666666666667
1610,Male,16,Yes,Quiet,6.59,2.1,55.6,46.0,54.4,53.3,54.8,Pass,310.1,51.68333333333334
1611,Female,15,Yes,Quiet,6.4,0.0,33.1,35.1,21.9,26.0,30.1,Fail,222.0,37.0
1612,Female,16,Yes,Moderate,6.17,2.1,46.9,28.6,35.2,39.4,36.5,Fail,244.2,40.699999999999996
1613,Male,16,Yes,Quiet,5.74,0.9,29.3,39.7,41.3,37.5,38.6,Fail,213.5,35.583333333333336
1614,Female,16,Yes,Quiet,7.73,2.9,44.1,43.4,25.9,24.9,33.6,Fail,225.4,37.56666666666667
1615,Male,17,Yes,Quiet,7.31,2.5,42.6,45.7,48.7,44.4,43.5,Fail,315.1,52.51666666666667
1616,Male,16,Yes,Moderate,8.48,1.5,53.5,33.1,59.6,55.6,48.7,Fail,322.4,53.73333333333333
1617,Male,18,Yes,Noisy,7.55,3.9,49.0,52.3,39.7,44.9,47.1,Fail,321.4,53.56666666666666
1618,Female,15,Yes,Moderate,7.24,2.4,37.3,53.1,45.5,65.5,53.8,Pass,348.79999999999995,58.133333333333326
1619,Male,17,Yes,Moderate,5.02,1.9,40.7,52.4,55.4,57.5,51.2,Pass,331.4,55.23333333333333
1620,Male,15,Yes,Noisy,8.91,2.0,42.0,44.0,62.4,63.2,53.2,Pass,326.1,54.35
1621,Female,17,No,Quiet,7.04,1.9,80.5,71.8,79.9,63.1,74.6,Pass,424.09999999999997,70.68333333333332
1622,Female,18,Yes,Quiet,4.92,3.3,66.5,65.2,65.6,68.5,63.7,Pass,398.5999999999999,66.43333333333332
1623,Female,17,Yes,Quiet,7.23,1.3,46.8,54.8,61.3,52.1,51.0,Pass,322.6,53.76666666666667
1624,Female,17,No,Quiet,6.19,2.6,65.9,77.8,60.5,63.8,67.7,Pass,388.7,64.78333333333333
1625,Male,17,Yes,Quiet,6.15,1.7,58.8,61.1,59.2,81.1,61.6,Pass,382.1000000000001,63.683333333333344
1626,Male,15,Yes,Quiet,7.27,1.5,52.1,44.6,49.2,51.9,49.5,Fail,313.3,52.21666666666667
1627,Male,16,Yes,Quiet,6.41,3.2,56.7,52.4,62.7,57.7,56.1,Pass,352.0,58.666666666666664
1628,Male,15,Yes,Moderate,8.03,1.1,68.8,75.3,74.8,63.9,72.7,Pass,424.19999999999993,70.69999999999999
1629,Female,16,Yes,Quiet,6.88,3.3,44.3,44.0,45.7,46.9,46.2,Fail,303.5,50.583333333333336
1630,Male,15,Yes,Moderate,7.4,3.0,36.2,25.0,20.4,42.8,33.0,Fail,224.7,37.449999999999996
1631,Male,18,Yes,Moderate,7.57,4.5,45.0,47.3,65.0,39.4,47.6,Fail,325.6,54.26666666666667
1632,Female,18,Yes,Quiet,7.25,0.0,41.5,39.3,29.2,35.6,33.9,Fail,260.2,43.36666666666667
1633,Male,17,No,Noisy,7.21,4.0,43.1,40.4,28.5,44.8,39.5,Fail,281.3,46.88333333333333
1634,Male,18,No,Moderate,7.14,2.0,18.9,43.8,35.7,40.4,34.5,Fail,241.5,40.25
1635,Male,17,No,Quiet,8.49,0.0,23.8,39.7,35.3,28.1,31.4,Fail,209.70000000000002,34.95
1636,Male,16,Yes,Quiet,7.84,1.5,51.8,57.4,64.3,52.5,52.4,Pass,344.79999999999995,57.46666666666666
1637,Male,18,Yes,Moderate,6.31,3.3,46.5,62.1,53.7,47.9,53.1,Pass,318.8,53.13333333333333
1638,Male,16,Yes,Moderate,5.89,2.4,46.0,50.8,56.0,72.6,56.2,Pass,363.6,60.6
1639,Female,15,Yes,Moderate,6.21,4.5,55.0,60.6,61.0,71.7,61.9,Pass,358.0,59.666666666666664
1640,Female,16,Yes,Quiet,7.43,2.0,82.4,74.9,82.3,58.4,76.4,Pass,449.5,74.91666666666667
1641,Male,15,Yes,Moderate,5.9,2.4,40.6,54.9,49.0,65.0,50.6,Pass,333.1,55.51666666666667
1642,Male,16,Yes,Moderate,6.35,2.2,52.2,68.7,42.4,48.9,54.9,Pass,348.1,58.01666666666667
1643,Female,16,No,Noisy,5.66,1.0,45.6,49.1,52.1,38.3,47.9,Fail,307.1,51.18333333333334
1644,Male,18,Yes,Moderate,7.93,2.5,70.5,55.9,64.3,56.2,61.7,Pass,377.9,62.98333333333333
1645,Male,16,Yes,Quiet,7.66,2.2,41.7,58.4,40.5,43.7,46.2,Fail,284.1,47.35
1646,Male,18,Yes,Quiet,7.88,2.6,59.6,64.6,62.4,55.9,60.1,Pass,398.20000000000005,66.36666666666667
1647,Female,18,Yes,Quiet,6.53,2.6,56.5,50.5,46.7,54.0,53.8,Pass,330.7,55.11666666666667
1648,Male,17,Yes,Moderate,5.24,2.5,71.2,62.0,56.6,69.4,63.3,Pass,387.2,64.53333333333333
1649,Female,17,Yes,Quiet,6.17,2.6,48.1,49.7,37.6,41.9,47.5,Fail,296.5,49.416666666666664
1650,Male,15,Yes,Moderate,5.65,4.1,81.8,65.8,66.2,69.0,64.3,Pass,434.0,72.33333333333333
1651,Female,16,Yes,Moderate,5.64,1.0,54.3,52.7,59.4,45.7,51.9,Pass,330.2,55.03333333333333
1652,Female,15,Yes,Quiet,8.14,1.4,57.8,44.9,51.3,52.6,51.7,Pass,345.6,57.6
1653,Male,16,Yes,Moderate,6.75,4.6,42.1,43.2,57.1,66.2,52.1,Pass,333.80000000000007,55.63333333333335
1654,Female,17,Yes,Moderate,7.29,4.4,43.7,53.7,60.0,41.8,54.3,Pass,334.5,55.75
1655,Male,17,Yes,Moderate,8.1,2.9,77.8,78.7,71.1,68.1,71.8,Pass,441.4,73.56666666666666
1656,Female,16,Yes,Noisy,5.98,5.5,22.7,29.8,25.1,38.1,30.5,Fail,226.29999999999998,37.71666666666666
1657,Male,16,Yes,Moderate,7.61,3.2,46.1,61.5,59.3,50.9,49.6,Fail,350.59999999999997,58.43333333333333
1658,Male,17,Yes,Quiet,5.55,5.3,40.0,19.0,42.4,36.5,34.2,Fail,248.60000000000002,41.43333333333334
1659,Female,17,Yes,Noisy,7.25,4.7,56.6,57.5,55.4,48.6,52.9,Pass,364.9,60.81666666666666
1660,Male,15,Yes,Moderate,8.07,4.9,19.2,33.7,31.4,31.2,30.4,Fail,214.2,35.699999999999996
1661,Male,17,Yes,Moderate,5.86,0.8,60.9,59.8,60.4,80.3,63.6,Pass,412.8,68.8
1662,Female,16,Yes,Moderate,7.83,3.5,53.0,47.0,61.8,47.5,54.4,Pass,324.4,54.06666666666666
1663,Male,15,Yes,Quiet,7.22,2.4,52.3,60.5,65.2,56.6,59.9,Pass,370.6,61.76666666666667
1664,Male,16,Yes,Quiet,6.55,0.5,77.3,47.1,55.3,54.4,62.8,Pass,354.5,59.083333333333336
1665,Female,18,Yes,Moderate,5.8,4.5,22.3,30.1,22.7,32.2,25.2,Fail,190.3,31.71666666666667
1666,Female,15,Yes,Quiet,7.24,4.3,34.8,57.6,35.2,35.1,39.7,Fail,292.1,48.68333333333334
1667,Male,16,No,Noisy,7.49,2.3,49.5,56.6,46.4,58.1,50.7,Pass,361.3,60.21666666666667
1668,Male,17,Yes,Quiet,6.68,1.6,58.4,49.3,49.7,41.3,47.9,Fail,314.2,52.36666666666667
1669,Female,18,No,Moderate,6.02,2.6,54.7,66.6,47.4,25.8,51.6,Pass,301.0,50.166666666666664
1670,Female,16,Yes,Moderate,7.76,0.0,71.8,52.3,68.9,77.0,66.0,Pass,405.8,67.63333333333334
1671,Male,15,Yes,Moderate,8.18,0.5,50.1,54.7,64.9,62.0,58.2,Pass,348.3,58.050000000000004
1672,Female,16,Yes,Moderate,7.95,2.1,59.4,73.9,71.0,84.8,73.6,Pass,452.20000000000005,75.36666666666667
1673,Male,18,Yes,Moderate,8.59,3.4,26.6,29.7,17.5,43.6,28.5,Fail,224.9,37.483333333333334
1674,Male,15,No,Quiet,6.35,2.2,58.5,54.7,48.5,53.1,53.5,Pass,346.99999999999994,57.83333333333332
1675,Male,18,No,Quiet,5.58,1.7,49.9,67.1,54.9,53.1,54.6,Pass,347.90000000000003,57.98333333333334
1676,Male,16,Yes,Noisy,7.41,1.3,42.9,36.9,46.1,44.7,39.8,Fail,269.6,44.93333333333334
1677,Male,17,No,Noisy,6.6,6.2,30.1,22.8,25.8,25.9,27.0,Fail,217.39999999999998,36.23333333333333
1678,Female,17,Yes,Quiet,7.99,0.9,55.0,57.0,46.1,55.7,53.7,Pass,335.9,55.98333333333333
1679,Female,16,Yes,Quiet,5.96,0.0,44.4,42.3,61.2,49.6,50.8,Pass,302.79999999999995,50.46666666666666
1680,Female,16,Yes,Quiet,6.04,1.6,84.4,69.5,68.6,82.6,75.6,Pass,474.00000000000006,79.00000000000001
1681,Female,16,Yes,Noisy,7.07,3.3,68.3,67.1,65.6,78.9,69.8,Pass,449.7,74.95
1682,Male,15,Yes,Quiet,7.17,2.7,36.0,31.7,36.2,40.7,33.6,Fail,250.60000000000002,41.76666666666667
1683,Male,18,Yes,Quiet,7.67,1.4,38.9,34.7,26.4,46.2,38.7,Fail,260.2,43.36666666666667
1684,Male,18,Yes,Quiet,6.9,2.8,65.3,63.6,55.3,66.4,65.1,Pass,412.9,68.81666666666666
1685,Male,18,Yes,Moderate,5.08,4.2,58.7,46.6,55.9,48.4,52.4,Pass,327.5,54.583333333333336
1686,Female,16,Yes,Noisy,10.0,2.8,44.7,48.8,40.8,57.9,46.9,Fail,326.0,54.333333333333336
1687,Male,18,Yes,Quiet,7.03,2.7,35.3,51.6,38.4,38.0,45.1,Fail,269.8,44.96666666666667
1688,Male,16,Yes,Quiet,9.89,2.7,50.9,52.7,40.2,40.1,43.8,Fail,304.9,50.81666666666666
1689,Female,15,Yes,Moderate,6.87,1.4,49.9,54.3,54.1,56.3,53.2,Pass,323.29999999999995,53.883333333333326
1690,Female,17,Yes,Quiet,5.95,3.2,41.3,47.2,43.1,36.4,41.6,Fail,275.8,45.96666666666667
1691,Female,16,Yes,Quiet,6.68,4.1,21.5,34.9,35.0,36.8,29.7,Fail,202.99999999999997,33.83333333333333
1692,Female,16,Yes,Noisy,8.1,4.5,49.0,50.3,57.0,53.1,51.5,Pass,338.29999999999995,56.383333333333326
1693,Male,17,Yes,Noisy,7.62,3.1,43.7,38.2,46.4,51.4,43.3,Fail,299.0,49.833333333333336
1694,Male,17,Yes,Noisy,7.31,2.5,44.9,50.3,54.4,54.5,52.0,Pass,310.8,51.800000000000004
1695,Female,15,Yes,Moderate,6.94,5.3,45.3,50.2,62.0,64.6,53.7,Pass,375.8,62.63333333333333
1696,Male,18,Yes,Quiet,7.13,2.7,56.4,47.7,64.9,71.5,61.3,Pass,372.9,62.15
1697,Male,16,Yes,Moderate,6.85,1.8,57.0,55.4,48.1,64.5,55.4,Pass,348.29999999999995,58.04999999999999
1698,Male,18,Yes,Quiet,8.2,1.5,46.1,42.0,66.0,53.1,55.1,Pass,317.6,52.93333333333334
1699,Female,16,Yes,Quiet,7.92,1.3,37.7,36.4,42.8,50.3,41.5,Fail,290.4,48.4
1700,Male,15,Yes,Quiet,6.06,1.7,51.5,53.1,62.3,60.9,56.7,Pass,341.0,56.833333333333336
1701,Female,17,Yes,Noisy,5.52,5.4,42.5,62.8,30.9,46.4,47.8,Fail,311.9,51.98333333333333
1702,Male,15,Yes,Moderate,5.77,1.4,19.1,41.3,32.0,32.5,26.9,Fail,208.70000000000002,34.78333333333334
1703,Male,17,Yes,Quiet,6.64,4.8,44.7,48.2,36.9,39.7,46.1,Fail,292.1,48.68333333333334
1704,Male,18,Yes,Quiet,7.22,2.2,24.4,46.1,33.6,40.7,34.8,Fail,246.70000000000002,41.11666666666667
1705,Female,18,No,Noisy,6.95,4.1,55.9,45.3,45.9,60.3,54.2,Pass,343.4,57.23333333333333
1706,Male,15,Yes,Noisy,7.63,0.9,56.7,73.1,55.3,71.0,64.7,Pass,371.3,61.88333333333333
1707,Female,17,Yes,Moderate,6.99,2.5,65.4,81.4,61.8,77.7,70.7,Pass,433.9,72.31666666666666
1708,Female,15,Yes,Quiet,8.6,0.1,63.0,57.6,54.3,58.4,59.5,Pass,348.09999999999997,58.01666666666666
1709,Female,17,Yes,Moderate,7.51,2.5,50.1,79.4,63.6,61.1,64.0,Pass,378.5,63.083333333333336
1710,Male,17,Yes,Moderate,7.02,3.7,45.2,44.5,51.9,43.7,46.4,Fail,310.40000000000003,51.73333333333334
1711,Male,18,Yes,Noisy,5.49,4.0,38.0,60.0,60.9,46.8,51.1,Pass,327.5,54.583333333333336
1712,Male,18,Yes,Quiet,7.35,2.5,54.6,46.9,56.5,39.0,47.7,Fail,320.29999999999995,53.383333333333326
1713,Male,17,Yes,Moderate,7.5,2.0,39.7,30.0,45.1,43.0,40.4,Fail,279.5,46.583333333333336
1714,Female,17,Yes,Quiet,6.29,2.6,30.3,41.5,51.7,45.6,42.8,Fail,284.4,47.4
1715,Female,17,Yes,Moderate,5.84,1.6,38.0,54.7,46.2,38.4,45.3,Fail,290.5,48.416666666666664
1716,Female,18,Yes,Quiet,8.09,1.6,48.4,49.7,56.4,41.6,52.2,Pass,303.3,50.550000000000004
1717,Male,18,Yes,Noisy,6.03,1.9,68.7,54.4,52.9,64.2,59.4,Pass,399.59999999999997,66.6
1718,Female,16,Yes,Quiet,7.17,2.8,58.2,63.2,54.4,47.5,54.5,Pass,356.0,59.333333333333336
1719,Male,17,Yes,Moderate,7.03,4.7,62.0,66.0,54.7,62.2,60.2,Pass,375.09999999999997,62.51666666666666
1720,Female,16,Yes,Moderate,7.45,4.4,57.2,40.6,33.4,56.3,44.4,Fail,297.1,49.51666666666667
1721,Male,17,Yes,Noisy,6.04,2.0,23.5,33.1,26.0,21.7,29.1,Fail,206.5,34.416666666666664
1722,Male,18,Yes,Moderate,6.88,1.3,57.1,56.9,70.8,60.7,61.8,Pass,377.20000000000005,62.866666666666674
1723,Female,16,Yes,Quiet,6.03,1.4,76.8,78.6,73.1,70.1,74.5,Pass,451.0,75.16666666666667
1724,Female,16,Yes,Quiet,7.07,0.3,49.2,48.9,29.0,53.7,40.8,Fail,283.0,47.166666666666664
1725,Female,15,Yes,Moderate,7.5,3.6,57.2,42.1,72.7,53.6,54.8,Pass,375.59999999999997,62.599999999999994
1726,Female,17,Yes,Moderate,7.9,0.4,48.3,36.2,48.3,59.7,48.4,Fail,321.2,53.53333333333333
1727,Male,18,Yes,Quiet,8.49,0.0,55.1,63.5,75.0,77.8,67.3,Pass,381.59999999999997,63.599999999999994
1728,Female,15,No,Moderate,6.74,3.6,25.0,13.6,28.9,31.1,27.1,Fail,200.0,33.333333333333336
1729,Female,15,Yes,Quiet,6.72,3.5,23.9,20.7,28.4,55.6,31.2,Fail,241.89999999999998,40.31666666666666
1730,Female,17,Yes,Noisy,8.27,0.9,39.6,40.9,42.8,44.1,40.3,Fail,257.9,42.98333333333333
1731,Male,15,Yes,Quiet,7.58,3.0,35.8,34.2,47.1,46.2,43.4,Fail,293.20000000000005,48.866666666666674
1732,Male,17,Yes,Quiet,8.24,0.5,48.4,23.1,27.9,43.5,32.6,Fail,255.0,42.5
1733,Female,15,No,Quiet,8.95,2.4,55.2,52.5,40.1,52.3,48.4,Fail,298.90000000000003,49.81666666666667
1734,Male,17,Yes,Moderate,6.16,3.0,75.3,60.2,70.5,67.0,67.9,Pass,408.29999999999995,68.05
1735,Female,18,Yes,Quiet,7.81,3.5,32.1,40.5,47.6,28.5,38.9,Fail,240.5,40.083333333333336
1736,Male,17,No,Moderate,6.4,3.1,68.3,54.9,65.4,60.4,63.8,Pass,395.4,65.89999999999999
1737,Male,17,Yes,Quiet,8.56,0.0,49.6,56.4,65.0,60.3,60.0,Pass,346.0,57.666666666666664
1738,Male,16,Yes,Quiet,5.81,3.0,37.1,48.3,47.5,37.7,40.9,Fail,267.5,44.583333333333336
1739,Male,18,Yes,Noisy,7.92,5.8,73.6,62.3,49.3,58.5,62.4,Pass,377.29999999999995,62.883333333333326
1740,Female,18,Yes,Noisy,6.45,3.1,55.2,48.1,55.4,43.9,51.1,Pass,353.70000000000005,58.95000000000001
